0,0,2,0,4,4,2,5,7,9,3,11,9,4,13
0,0,1,1,4,1,4,0,2,0,1,5,10,8,10
0,1,0,1,4,2,5,5,3,8,3,1,9,5,9
0,1,1,2,0,5,0,3,1,0,6,11,4,7,6
0,1,2,1,3,5,2,6,6,7,9,3,10,6,2
0,1,1,2,2,1,4,6,0,4,8,9,2,8,14
0,0,0,3,3,0,3,5,7,6,9,2,0,13,11
0,0,2,3,2,4,4,5,3,7,1,5,11,7,1
0,1,1,2,4,4,2,3,0,9,9,2,12,4,14
0,0,1,3,1,5,0,5,8,8,10,11,4,9,4
